1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
0.624448821,0.265511809,0.317952757,0.620433071,0.531496078,0.560354323,0.299803144,0.899724405,0.601023606,0.648976394,0.335629921,0.504724412,0.362755911,0.17102362,0.261732289,0.812598431,0.520275582,0.585748042,0.723976376,0.574055139
0.599173238,0.205433067,0.263031494,0.584448822,0.353346457,0.250708663,0.124409448,0.460196848,0.418464571,0.450472456,0.310551178,0.534251972,0.487874031,0.267637796,0.514921256,0.548425194,0.151062991,0.299055118,0.385669288,0.280866148
0.128070867,0.18275591,0.206535429,0.187834643,0.21043307,0.288779529,0.356535431,0.198661417,0.228976381,0.219606302,0.145551182,0.172007874,0.11444882,0.118307086,0.170748033,0.249803156,0.217401576,0.204055116,0.126417322,0.26940945
1.140078747,1.395354308,1.488818912,1.065433082,1.131181101,1.230314961,1.132795259,1.451653548,1.406771682,0.958267723,0.61374014,0.388070865,0.659921271,0.697834661,0.915826752,0.705196831,0.96559053,0.780157465,1.194763784,0.376850391
0.338897637,0.310196854,0.597559065,1.022952733,0.321574803,0.592519685,0.370354326,0.292007882,0.6394488,0.101811023,0.047952755,0.399881889,0.091259843,0.401889758,0.261771653,0.717362186,0.083976378,0.242480316,0.371141727,0.298897646
0.391220476,0.254724412,0.254409452,0.568503928,0.347440945,0.499960622,0.552795275,0.462834636,0.721259831,0.59291338,0.598149608,0.279330712,0.341456695,0.397874014,0.566338577,0.256377949,0.501653551,0.330078748,0.467716517,0.308897634
0.564685041,1.004094507,1.039881909,1.104330739,0.828070843,1.375984252,0.615787401,0.888031516,1.665747995,0.951220475,0.763149622,0.543307087,0.576299217,0.632795274,0.934409434,0.686338575,0.741732289,0.685354338,0.719291327,0.478543304
1.38767717,0.545866148,0.419803154,1.009763763,0.820787415,0.790472421,0.503110251,0.950157458,1.351496058,0.550708651,0.422086611,1.104409466,0.734645663,0.469803157,0.522716552,0.842440958,0.466377949,1.012007856,0.545984268,0.590905527
0.157598426,0.145511811,0.019724409,0.160275589,0.181377952,0.141811024,0.153858267,0.215314957,0.254055125,0.171653541,0.170118109,0.142559055,0.132086616,0.146417321,0.167322837,0.110629921,0.149606301,0.141732283,0.120944882,0.270118115
0.173858271,0.176023621,0.269881887,0.245551184,0.102204725,0.186417321,0.090984252,0.154645662,0.111811024,0.163110237,0.094370079,0.17405512,0.193622045,0.132637795,0.264488183,0.391614178,0.094251969,0.162007872,0.082716535,0.087874016
0.172519684,0.103110236,0.329370078,0.433188972,0.224448816,0.238425195,0.146968505,0.223661423,0.176220472,0.161496065,0.234842522,0.374527563,0.142677164,0.130748032,0.147440944,0.338700783,0.096653543,0.164370077,0.1607874,0.097244094
0.25925197,0.177204722,0.227598423,0.280354327,0.402007876,0.181377953,0.35688977,0.37318898,0.374685047,0.413385834,0.278543307,0.351771655,0.338031498,0.153188976,0.306535435,0.413346448,0.39692914,0.293818894,0.595669288,0.311220462
0.199409447,0.209212596,0.220669288,0.145787402,0.194370078,0.246889768,0.412440953,0.262283458,0.286299214,0.213779532,0.170629918,0.321377957,0.11031496,0.115275589,0.272401569,0.336692919,0.212992124,0.169606299,0.121929135,0.249763782
4.20031486,3.487913357,3.474842462,1.302047264,2.998936931,3.16019674,3.349566963,3.429881899,3.78700797,5.036732351,2.442598358,1.613779564,3.371614111,2.774370088,2.72255911,2.160669252,4.144724448,3.119645607,2.472440885,2.184291389
0.930157459,0.738976366,0.515629926,0.634921277,1.185000022,1.05330712,0.932047236,0.567047254,0.994094488,0.80732284,0.652480328,0.630708649,0.558267714,1.187086601,0.80330709,0.794488201,0.638385833,0.592440943,0.656141747,0.760551152
0.228228344,0.199094487,0.45342519,0.830354315,0.220984247,0.477204713,0.09125984,0.233307091,0.509606294,0.13507874,0.219645673,0.397559053,0.082677165,0.310433067,0.35425197,0.893740136,0.003582677,0.118307087,0.318779532,0.210157481
0.636062998,0.395787408,1.146535438,1.917362123,0.826377944,1.622834619,1.237401587,1.079881905,2.116102324,0.63405513,1.352874005,1.231496075,0.334999993,0.366141725,0.68807086,1.122440969,0.73161418,0.412283477,1.262007901,0.732244101
0.285551176,0.291771656,0.344055116,0.284173235,0.272755901,0.294094484,0.581692928,0.505157482,0.312677166,0.64208663,0.404763785,0.529724406,0.375078734,0.282598428,0.389212601,0.330629919,0.343503937,0.277716532,0.252913385,0.320826771
1.008622027,0.574094502,0.6809055,0.950354328,0.747047244,0.751692915,1.0085433,0.885905529,1.100984258,0.911889745,0.871496065,0.597244082,0.770275597,0.508464573,0.356259842,0.756377964,1.064330694,0.827283484,1.025157478,0.75259844
0.310590549,0.16929134,0.204488189,0.367125977,0.226338582,0.27295275,0.492125984,0.363543308,0.459133854,0.366850395,0.491141732,0.23295276,0.258622049,0.212204727,0.308858271,0.318897642,0.433503947,0.261889762,0.357244086,0.273464563
0.816141714,0.246811026,0.31003937,0.648267716,0.282637799,0.514291343,0.374212603,0.727952762,0.543661418,0.676417328,0.341574797,0.503267724,0.532637799,0.22326772,0.28480315,1.009291326,0.452952768,0.567834644,1.026692909,0.365275589
0.110669292,0.130826772,0.108228346,0.151968505,0.204685042,0.093228347,0.121771653,0.097913386,0.086259844,0.157047245,0.128031498,0.09464567,0.181771654,0.134173228,0.189960628,0.092007874,0.140354331,0.140039372,0.138779527,0.103858268
0.168464565,0.200078739,0.171062991,0.215039367,0.210196852,0.214330707,0.262519686,0.272086613,0.217913384,0.24767717,0.21582677,0.260551179,0.117165355,0.166968503,0.356535438,0.290354327,0.242519687,0.228267715,0.159094486,0.26728347
0.130118107,0.111181102,0.260196851,0.321929136,0.17507874,0.292637795,0.219015748,0.280511804,0.361417324,0.285590559,0.222401574,0.222992124,0.123700788,0.180905509,0.173543311,0.36110236,0.254527558,0.155393698,0.297755895,0.196968507
0.147637794,0.135118111,0.258464565,0.271968511,0.212125985,0.122716536,0.133622049,0.220944885,0.126653544,0.161889763,0.30208662,0.286259839,0.104645669,0.219055119,0.215984251,0.191259842,0.163937007,0.324566924,0.203425197,0.178110233
0.223976376,0.191929134,0.227204721,0.286299217,0.371023629,0.202007876,0.341377957,0.396062986,0.36665354,0.411653549,0.295905511,0.296889763,0.329330707,0.201496068,0.278307092,0.405236222,0.385196851,0.265826773,0.542559046,0.301653547
0.146850394,0.139527559,0.150078742,0.442834644,0.148976376,0.404055104,0.52354332,0.396299216,0.354606306,0.396968511,0.440157492,0.197913388,0.221535435,0.174370077,0.230118108,0.309606304,0.542992119,0.218425198,0.272716537,0.146456692
1.724133829,0.948897655,1.062047283,1.01476378,1.4127953,1.63405507,1.640629926,0.979763782,2.140196913,1.239330682,0.852874035,0.863110219,0.81547246,0.978700773,0.788228343,0.695118101,0.926732311,0.692007861,1.005354303,0.940236219
1.492716511,0.796102359,0.671889763,0.770984259,0.87940946,0.605590565,0.519960644,0.776417349,0.875748041,0.885944892,0.979015771,0.872362197,0.790984236,0.831220447,0.522322827,0.934803159,0.878661419,1.175275577,0.69618111,0.850905501
0.192519687,0.14027559,0.19972441,0.176850394,0.183897638,0.17799213,0.158976379,0.205708658,0.149724408,0.161850392,0.203307084,0.211181104,0.180393703,0.166181099,0.272047238,0.197637798,0.160669293,0.307204735,0.220472441,0.16496063
0.927440944,0.607244101,0.672795273,0.77122047,0.927126006,0.721102362,1.080393664,0.664370094,1.361299229,1.298503906,0.838976372,0.589842518,0.650984276,0.80822835,0.429370084,0.933976361,0.966338571,0.627873999,1.2409449,0.760787408
0.807362234,0.399685041,0.358779517,0.729921266,0.455708654,0.446377957,0.583897636,0.842204747,0.565354325,1.203779506,0.59342521,0.4252756,0.553228333,0.522992112,0.572086627,1.239685074,0.550944876,0.878976356,0.85637794,0.614094501
0.419960623,0.241456694,0.610984262,0.970118095,0.547992106,0.789999992,0.726338574,0.593897641,1.245629889,0.513622059,0.853464562,0.580669298,0.268149601,0.268740158,0.504566944,0.727362205,0.469842513,0.292283471,0.679015753,0.491771653
1.788740143,1.192480343,0.923818904,0.843740178,1.63303153,1.084645639,1.239370121,1.288228313,1.462322866,1.520511807,0.989291364,1.251338568,1.231850406,1.777755948,1.118740142,0.978818908,0.980866169,0.638307091,0.8493701,0.837952772
1.32299216,1.717283474,1.50984252,0.821496047,1.029645695,0.914606305,0.282047249,1.300748059,1.469606294,1.228346464,0.355393703,1.206417354,0.655551159,1.115393684,1.433818907,1.075629918,1.149251983,1.304488205,0.999212565,0.501929125
1.086338554,0.864842512,0.650905504,0.767716535,1.115984278,0.84291338,0.749842516,0.801535449,0.905472433,1.045314939,0.778149612,0.700314965,0.545866148,0.965787377,0.833740174,0.797834652,0.891220483,0.712519698,1.079370093,0.917795271
0.23,0.187086612,0.246496062,0.606417318,0.26129922,0.302204718,0.31625985,0.361535433,0.352362205,0.187992128,0.290669291,0.298779525,0.122952756,0.276614168,0.346141733,0.449330713,0.196968507,0.285748031,0.421574803,0.296220472
0.262716536,0.152007876,0.190826773,0.414251973,0.253110232,0.245236217,0.407834654,0.290787404,0.650590551,0.344173236,0.40153544,0.231338584,0.240787399,0.377086609,0.380078744,0.201220471,0.368267724,0.249370079,0.268425198,0.230354332
0.226732284,0.192401578,0.413464554,0.919685033,0.163267715,0.503858251,0.136456694,0.316653541,0.647007867,0.145196851,0.092401572,0.424685035,0.083779528,0.357401582,0.239488191,0.702165348,0.00011811,0.102165354,0.323661414,0.228149606
0.125984248,0.120551181,0.154055119,0.345551183,0.136574801,0.30625985,0.410748039,0.30692913,0.272362202,0.284330713,0.32330709,0.173228346,0.174251966,0.152992128,0.182637793,0.26283465,0.50712599,0.171220471,0.22566929,0.1342126
1.288661386,0.755196849,0.766181105,0.720275609,1.165984236,1.196259867,1.177598458,0.809212602,1.385629909,0.935196854,0.710866132,0.769448798,0.79165352,0.844488189,0.720078746,0.619251972,0.81366144,0.521220485,0.822244088,0.866377973
0.135,0.160905512,0.032559056,0.203779528,0.179881892,0.142559055,0.178858269,0.234448816,0.385078755,0.061889763,0.191653541,0.185236221,0.039251969,0.183385826,0.154921259,0.1196063,0.150787402,0.083858267,0.163385827,0.278385823
2.240984218,2.056850403,1.588031498,1.102086645,1.794724412,1.550275607,2.816614226,2.537992222,1.375196862,2.616889773,1.887440899,1.341417328,2.314015726,2.149291391,1.752125958,1.20133861,2.492834677,1.684055118,2.096614147,2.15889758
0.117165355,0.10527559,0.119094489,0.193503936,0.139645671,0.177716537,0.248818901,0.221811028,0.167559057,0.144960629,0.163346458,0.142834645,0.123779528,0.253818895,0.162637793,0.137559056,0.125748032,0.157519686,0.166259844,0.132519684
0.138070865,0.160000003,0.323385832,0.191614174,0.22751969,0.127755907,0.116614173,0.293228344,0.096929133,0.082677165,0.088622047,0.19472441,0.157007874,0.17980315,0.203543314,0.269685032,0.086692913,0.297086614,0.104724409,0.088622047
